Entry_Time,Exit_Time,Direction,Entry_Price,Exit_Price,SL,TP,Pips,Result,Confidence,AI_Reasoning,RAG_Context,Graph_Context
2026-04-24 13:45:00,2026-04-24 13:50:00,LONG,4711.6,4707.6,4707.6,4719.6,-400.0,LOSS,78,"SAFEPATH detected (60% win rate) with bullish 1H trend (+19.73 pts), rising DXY, and dominant historical precedent (Match #1) for continuation despite chop risk from Match #2.",--- MATCH #1 (Distance: 0.0022) --- | PAST TAPE: [13:45 UTC] Session: NY London Overlap | 1H Trend: Bullish (+27.96 pts) | DXY is Rising | Volatility: 11.47 pts | ACTUAL OUTCOME: STRONG BULLISH CONTINUATION (+8.46 pts) |  | --- MATCH #2 (Distance: 0.0027) --- | PAST TAPE: [13:15 UTC] Session: NY London Overlap | 1H Trend: Bullish (+0.28 pts) | DXY is Rising | Volatility: 6.75 pts | ACTUAL OUTCOME: STRONG BEARISH REVERSAL (-18.04 pts),⚪ NEUTRAL PATH: NY_London_Overlap | Trend_Following | Tight_SL (46.3% Win Rate) | ⚪ NEUTRAL PATH: NY_London_Overlap | Trend_Following | Wide_SL (50.8% Win Rate) | 🟢 SAFEPATH DETECTED: NY_London_Overlap | Trend_Following | Medium_SL (60.0% Win Rate)
2026-04-24 14:05:00,2026-04-24 14:10:00,LONG,4727.66,4735.66,4723.66,4735.66,800.0,WIN,78,SAFEPATH detected (60% win rate) in NY_London_Overlap with bullish trend (+27.69 pts) and strong historical precedent for continuation despite mixed RAG outcomes.,--- MATCH #1 (Distance: 0.0038) --- | PAST TAPE: [13:00 UTC] Session: NY London Overlap | 1H Trend: Bullish (+38.59 pts) | Volatility: 7.94 pts | ACTUAL OUTCOME: STRONG BULLISH CONTINUATION (+20.91 pts) |  | --- MATCH #2 (Distance: 0.0038) --- | PAST TAPE: [14:25 UTC] Session: NY London Overlap | 1H Trend: Bullish (+8.05 pts) | Volatility: 7.44 pts | ACTUAL OUTCOME: STRONG BEARISH REVERSAL (-5.79 pts),⚪ NEUTRAL PATH: NY_London_Overlap | Trend_Following | Tight_SL (46.3% Win Rate) | ⚪ NEUTRAL PATH: NY_London_Overlap | Trend_Following | Wide_SL (50.8% Win Rate) | 🟢 SAFEPATH DETECTED: NY_London_Overlap | Trend_Following | Medium_SL (60.0% Win Rate)
2026-04-24 14:25:00,2026-04-24 15:05:00,LONG,4724.91,4720.91,4720.91,4732.91,-400.0,LOSS,78,"SAFEPATH detected (60% win rate) with bullish trend + DXY weakness, despite mixed RAG outcomes (overridden by topological safety and NY_London_Overlap liquidity).",--- MATCH #1 (Distance: 0.0015) --- | PAST TAPE: [14:45 UTC] Session: NY London Overlap | 1H Trend: Bullish (+18.28 pts) | DXY is Falling | Volatility: 7.37 pts | ACTUAL OUTCOME: STRONG BULLISH CONTINUATION (+21.58 pts) |  | --- MATCH #2 (Distance: 0.0018) --- | PAST TAPE: [13:20 UTC] Session: NY London Overlap | 1H Trend: Bullish (+21.54 pts) | DXY is Falling | Volatility: 8.28 pts | ACTUAL OUTCOME: STRONG BEARISH REVERSAL (-14.90 pts),⚪ NEUTRAL PATH: NY_London_Overlap | Trend_Following | Tight_SL (46.3% Win Rate) | ⚪ NEUTRAL PATH: NY_London_Overlap | Trend_Following | Wide_SL (50.8% Win Rate) | 🟢 SAFEPATH DETECTED: NY_London_Overlap | Trend_Following | Medium_SL (60.0% Win Rate)
2026-04-24 15:15:00,2026-04-24 15:40:00,SHORT,4721.09,4727.09,4727.09,4709.09,-600.0,LOSS,82,"SAFEPATH detected (89.7% win rate) with strong bearish precedent despite mixed RAG outcomes, aligning with NY_London_Overlap breakout dynamics and rising DXY volatility.",--- MATCH #1 (Distance: 0.0010) --- | PAST TAPE: [15:55 UTC] Session: NY London Overlap | 1H Trend: Bearish (-8.09 pts) | DXY is Rising | Volatility: 5.95 pts | ACTUAL OUTCOME: STRONG BULLISH CONTINUATION (+6.45 pts) |  | --- MATCH #2 (Distance: 0.0018) --- | PAST TAPE: [15:20 UTC] Session: NY London Overlap | 1H Trend: Bearish (-9.01 pts) | DXY is Rising | Volatility: 5.60 pts | ACTUAL OUTCOME: STRONG BEARISH REVERSAL (-8.25 pts),⚪ NEUTRAL PATH: NY_London_Overlap | Breakout | Medium_SL (48.7% Win Rate) | ⚪ NEUTRAL PATH: NY_London_Overlap | Breakout | Tight_SL (58.7% Win Rate) | 🟢 SAFEPATH DETECTED: NY_London_Overlap | Breakout | Wide_SL (89.7% Win Rate)
2026-04-27 11:50:00,2026-04-27 12:00:00,SHORT,4703.18,4705.18,4705.18,4699.18,-200.0,LOSS,78,"SAFEPATH detected (60% win rate) with London Open breakout in bearish 1H trend, despite mixed RAG outcomes favoring short-side reversals.",--- MATCH #1 (Distance: 0.0032) --- | PAST TAPE: [11:25 UTC] Session: London Open | 1H Trend: Bearish (-0.79 pts) | Volatility: 3.40 pts | ACTUAL OUTCOME: STRONG BEARISH REVERSAL (-15.31 pts) |  | --- MATCH #2 (Distance: 0.0037) --- | PAST TAPE: [11:50 UTC] Session: London Open | 1H Trend: Bearish (-0.48 pts) | Volatility: 5.06 pts | ACTUAL OUTCOME: STRONG BULLISH CONTINUATION (+6.42 pts),⚪ NEUTRAL PATH: London_Open | Breakout | Medium_SL (54.5% Win Rate) | ⚪ NEUTRAL PATH: London_Open | Breakout | Wide_SL (55.7% Win Rate) | 🟢 SAFEPATH DETECTED: London_Open | Breakout | Tight_SL (60.0% Win Rate)
2026-04-27 14:05:00,2026-04-27 14:50:00,LONG,4688.22,4682.22,4682.22,4700.22,-600.0,LOSS,85,"SAFEPATH detected (89.7% win rate) with NY_London_Overlap breakouts showing strong bullish continuation precedent despite mixed RAG outcomes, and no regime bans apply.",--- MATCH #1 (Distance: 0.0018) --- | PAST TAPE: [15:00 UTC] Session: NY London Overlap | 1H Trend: Bearish (-4.62 pts) | DXY is Falling | Volatility: 7.82 pts | ACTUAL OUTCOME: STRONG BULLISH CONTINUATION (+5.79 pts) |  | --- MATCH #2 (Distance: 0.0021) --- | PAST TAPE: [13:55 UTC] Session: NY London Overlap | 1H Trend: Bearish (-2.78 pts) | DXY is Falling | Volatility: 5.51 pts | ACTUAL OUTCOME: STRONG BEARISH REVERSAL (-18.12 pts),⚪ NEUTRAL PATH: NY_London_Overlap | Breakout | Medium_SL (48.7% Win Rate) | ⚪ NEUTRAL PATH: NY_London_Overlap | Breakout | Tight_SL (58.7% Win Rate) | 🟢 SAFEPATH DETECTED: NY_London_Overlap | Breakout | Wide_SL (89.7% Win Rate)
2026-04-27 15:20:00,2026-04-27 16:00:00,LONG,4673.38,4667.38,4667.38,4685.38,-600.0,LOSS,92,"Historical precedents show strong bullish continuations in NY_London_Overlap with bearish 1H trends and rising DXY, while the topological graph confirms a high-win-rate SAFEPATH with Wide_SL.",--- MATCH #1 (Distance: 0.0011) --- | PAST TAPE: [15:20 UTC] Session: NY London Overlap | 1H Trend: Bearish (-18.36 pts) | DXY is Rising | Volatility: 7.08 pts | ACTUAL OUTCOME: STRONG BULLISH CONTINUATION (+7.30 pts) |  | --- MATCH #2 (Distance: 0.0012) --- | PAST TAPE: [15:20 UTC] Session: NY London Overlap | 1H Trend: Bearish (-19.48 pts) | DXY is Rising | Volatility: 9.25 pts | ACTUAL OUTCOME: STRONG BULLISH CONTINUATION (+7.06 pts),⚪ NEUTRAL PATH: NY_London_Overlap | Breakout | Medium_SL (48.7% Win Rate) | ⚪ NEUTRAL PATH: NY_London_Overlap | Breakout | Tight_SL (58.7% Win Rate) | 🟢 SAFEPATH DETECTED: NY_London_Overlap | Breakout | Wide_SL (89.7% Win Rate)
2026-04-27 16:55:00,2026-04-27 17:10:00,LONG,4676.27,4672.27,4672.27,4684.27,-400.0,LOSS,87,"Strong bullish continuation precedent in NY_London_Overlap with rising DXY and high win-rate SAFEPATH (60.0%) aligns with current tape, despite moderate volatility.",--- MATCH #1 (Distance: -0.0000) --- | PAST TAPE: [16:55 UTC] Session: NY London Overlap | 1H Trend: Bullish (+6.45 pts) | DXY is Rising | Volatility: 2.90 pts | ACTUAL OUTCOME: STRONG BULLISH CONTINUATION (+5.66 pts) |  | --- MATCH #2 (Distance: 0.0026) --- | PAST TAPE: [13:20 UTC] Session: NY London Overlap | 1H Trend: Bullish (+2.16 pts) | DXY is Rising | Volatility: 8.15 pts | ACTUAL OUTCOME: STRONG BULLISH CONTINUATION (+24.03 pts),⚪ NEUTRAL PATH: NY_London_Overlap | Trend_Following | Tight_SL (46.3% Win Rate) | ⚪ NEUTRAL PATH: NY_London_Overlap | Trend_Following | Wide_SL (50.8% Win Rate) | 🟢 SAFEPATH DETECTED: NY_London_Overlap | Trend_Following | Medium_SL (60.0% Win Rate)
2026-04-28 08:30:00,2026-04-28 08:45:00,LONG,4632.01,4626.01,4626.01,4644.01,-600.0,LOSS,78,"SAFEPATH detected with 64.3% win rate in London Open bullish trend, despite RAG showing mixed outcomes (chop vs. strong continuation), but no regime bans apply and volatility supports trend-following.",--- MATCH #1 (Distance: 0.0034) --- | PAST TAPE: [08:10 UTC] Session: London Open | 1H Trend: Bullish (+1.20 pts) | Volatility: 5.35 pts | ACTUAL OUTCOME: CHOP / CONSOLIDATION |  | --- MATCH #2 (Distance: 0.0038) --- | PAST TAPE: [09:40 UTC] Session: London Open | 1H Trend: Bullish (+4.49 pts) | Volatility: 5.21 pts | ACTUAL OUTCOME: STRONG BULLISH CONTINUATION (+17.44 pts),⚪ NEUTRAL PATH: London_Open | Trend_Following | Medium_SL (49.1% Win Rate) | ⚪ NEUTRAL PATH: London_Open | Trend_Following | Tight_SL (42.4% Win Rate) | 🟢 SAFEPATH DETECTED: London_Open | Trend_Following | Wide_SL (64.3% Win Rate)
2026-04-28 11:05:00,2026-04-28 11:10:00,LONG,4601.72,4599.72,4599.72,4605.72,-200.0,LOSS,87,"Strong RAG precedent for bullish continuation in London Open breakouts with rising DXY and bearish 1H trend, validated by SAFEPATH (60% win rate) despite moderate volatility.",--- MATCH #1 (Distance: 0.0023) --- | PAST TAPE: [11:20 UTC] Session: London Open | 1H Trend: Bearish (-3.14 pts) | DXY is Rising | Volatility: 5.87 pts | ACTUAL OUTCOME: STRONG BULLISH CONTINUATION (+15.33 pts) |  | --- MATCH #2 (Distance: 0.0031) --- | PAST TAPE: [11:50 UTC] Session: London Open | 1H Trend: Bearish (-50.46 pts) | DXY is Rising | Volatility: 8.80 pts | ACTUAL OUTCOME: STRONG BULLISH CONTINUATION (+35.43 pts),⚪ NEUTRAL PATH: London_Open | Breakout | Medium_SL (54.5% Win Rate) | ⚪ NEUTRAL PATH: London_Open | Breakout | Wide_SL (55.7% Win Rate) | 🟢 SAFEPATH DETECTED: London_Open | Breakout | Tight_SL (60.0% Win Rate)
2026-04-28 11:10:00,2026-04-28 11:15:00,LONG,4598.39,4596.39,4596.39,4602.39,-200.0,LOSS,82,"London Open breakouts with rising DXY and bearish 1H trend show strong historical bullish continuation (15.33-35.43 pts), and the topological graph confirms a SAFEPATH with 60% win rate for Tight_SL.",--- MATCH #1 (Distance: 0.0017) --- | PAST TAPE: [11:20 UTC] Session: London Open | 1H Trend: Bearish (-3.14 pts) | DXY is Rising | Volatility: 5.87 pts | ACTUAL OUTCOME: STRONG BULLISH CONTINUATION (+15.33 pts) |  | --- MATCH #2 (Distance: 0.0020) --- | PAST TAPE: [11:50 UTC] Session: London Open | 1H Trend: Bearish (-50.46 pts) | DXY is Rising | Volatility: 8.80 pts | ACTUAL OUTCOME: STRONG BULLISH CONTINUATION (+35.43 pts),⚪ NEUTRAL PATH: London_Open | Breakout | Medium_SL (54.5% Win Rate) | ⚪ NEUTRAL PATH: London_Open | Breakout | Wide_SL (55.7% Win Rate) | 🟢 SAFEPATH DETECTED: London_Open | Breakout | Tight_SL (60.0% Win Rate)
2026-04-28 11:20:00,2026-04-28 11:25:00,LONG,4601.47,4599.47,4599.47,4605.47,-200.0,LOSS,88,"Strong RAG precedent for bullish continuation in London Open with rising DXY and bearish 1H trend, coupled with a high-win-rate SAFEPATH (60.0%) for a Tight_SL.",--- MATCH #1 (Distance: 0.0028) --- | PAST TAPE: [11:20 UTC] Session: London Open | 1H Trend: Bearish (-3.14 pts) | DXY is Rising | Volatility: 5.87 pts | ACTUAL OUTCOME: STRONG BULLISH CONTINUATION (+15.33 pts) |  | --- MATCH #2 (Distance: 0.0039) --- | PAST TAPE: [11:50 UTC] Session: London Open | 1H Trend: Bearish (-50.46 pts) | DXY is Rising | Volatility: 8.80 pts | ACTUAL OUTCOME: STRONG BULLISH CONTINUATION (+35.43 pts),⚪ NEUTRAL PATH: London_Open | Breakout | Medium_SL (54.5% Win Rate) | ⚪ NEUTRAL PATH: London_Open | Breakout | Wide_SL (55.7% Win Rate) | 🟢 SAFEPATH DETECTED: London_Open | Breakout | Tight_SL (60.0% Win Rate)
2026-04-28 11:30:00,2026-04-28 11:35:00,LONG,4590.44,4588.44,4588.44,4594.44,-200.0,LOSS,88,"Strong RAG precedent for bullish continuation in London Open with rising DXY and bearish 1H trend, coupled with a high-win-rate SAFEPATH (60.0%) for a Tight_SL breakout.",--- MATCH #1 (Distance: 0.0014) --- | PAST TAPE: [11:20 UTC] Session: London Open | 1H Trend: Bearish (-3.14 pts) | DXY is Rising | Volatility: 5.87 pts | ACTUAL OUTCOME: STRONG BULLISH CONTINUATION (+15.33 pts) |  | --- MATCH #2 (Distance: 0.0023) --- | PAST TAPE: [11:45 UTC] Session: London Open | 1H Trend: Bearish (-1.87 pts) | DXY is Rising | Volatility: 12.93 pts | ACTUAL OUTCOME: STRONG BULLISH CONTINUATION (+10.49 pts),⚪ NEUTRAL PATH: London_Open | Breakout | Medium_SL (54.5% Win Rate) | ⚪ NEUTRAL PATH: London_Open | Breakout | Wide_SL (55.7% Win Rate) | 🟢 SAFEPATH DETECTED: London_Open | Breakout | Tight_SL (60.0% Win Rate)
2026-04-28 11:45:00,2026-04-28 11:50:00,LONG,4558.9,4556.9,4556.9,4562.9,-200.0,LOSS,87,"SAFEPATH detected (60% win rate) with strong RAG precedent for bullish continuation despite bearish 1H trend, validated by rising DXY and elevated volatility.",--- MATCH #1 (Distance: 0.0026) --- | PAST TAPE: [11:50 UTC] Session: London Open | 1H Trend: Bearish (-50.46 pts) | DXY is Rising | Volatility: 8.80 pts | ACTUAL OUTCOME: STRONG BULLISH CONTINUATION (+35.43 pts) |  | --- MATCH #2 (Distance: 0.0029) --- | PAST TAPE: [11:45 UTC] Session: London Open | 1H Trend: Bearish (-1.87 pts) | DXY is Rising | Volatility: 12.93 pts | ACTUAL OUTCOME: STRONG BULLISH CONTINUATION (+10.49 pts),⚪ NEUTRAL PATH: London_Open | Breakout | Medium_SL (54.5% Win Rate) | ⚪ NEUTRAL PATH: London_Open | Breakout | Wide_SL (55.7% Win Rate) | 🟢 SAFEPATH DETECTED: London_Open | Breakout | Tight_SL (60.0% Win Rate)
2026-04-28 14:25:00,2026-04-28 14:35:00,LONG,4571.09,4565.09,4565.09,4583.09,-600.0,LOSS,82,"SAFEPATH detected with 89.7% win rate in NY_London_Overlap breakouts, despite RAG showing mixed outcomes (chop/consolidation in 1 match but strong bullish continuation in another).",--- MATCH #1 (Distance: 0.0007) --- | PAST TAPE: [14:30 UTC] Session: NY London Overlap | 1H Trend: Bearish (-11.91 pts) | DXY is Rising | Volatility: 11.68 pts | ACTUAL OUTCOME: CHOP / CONSOLIDATION |  | --- MATCH #2 (Distance: 0.0009) --- | PAST TAPE: [14:50 UTC] Session: NY London Overlap | 1H Trend: Bearish (-17.85 pts) | DXY is Rising | Volatility: 11.30 pts | ACTUAL OUTCOME: STRONG BULLISH CONTINUATION (+16.52 pts),⚪ NEUTRAL PATH: NY_London_Overlap | Breakout | Medium_SL (48.7% Win Rate) | ⚪ NEUTRAL PATH: NY_London_Overlap | Breakout | Tight_SL (58.7% Win Rate) | 🟢 SAFEPATH DETECTED: NY_London_Overlap | Breakout | Wide_SL (89.7% Win Rate)
2026-04-28 14:50:00,2026-04-28 15:00:00,LONG,4563.21,4575.21,4557.21,4575.21,1200.0,WIN,85,"SAFEPATH detected (89.7% win rate) with NY_London_Overlap breakout alignment, despite mixed RAG outcomes, as the dominant bullish precedent (Match #1) outweighs the bearish reversal (Match #2) in this session's volatility and DXY context.",--- MATCH #1 (Distance: -0.0000) --- | PAST TAPE: [14:50 UTC] Session: NY London Overlap | 1H Trend: Bearish (-17.62 pts) | DXY is Rising | Volatility: 9.03 pts | ACTUAL OUTCOME: STRONG BULLISH CONTINUATION (+20.20 pts) |  | --- MATCH #2 (Distance: 0.0010) --- | PAST TAPE: [14:20 UTC] Session: NY London Overlap | 1H Trend: Bearish (-14.90 pts) | DXY is Rising | Volatility: 9.58 pts | ACTUAL OUTCOME: STRONG BEARISH REVERSAL (-19.48 pts),⚪ NEUTRAL PATH: NY_London_Overlap | Breakout | Medium_SL (48.7% Win Rate) | ⚪ NEUTRAL PATH: NY_London_Overlap | Breakout | Tight_SL (58.7% Win Rate) | 🟢 SAFEPATH DETECTED: NY_London_Overlap | Breakout | Wide_SL (89.7% Win Rate)
